snapshot_date,sku_id,warehouse_id,opening_stock,units_received,units_sold,closing_stock,days_of_inventory,stockout_flag,reorder_triggered
2023-01-15,SKU027,WH-DEL,1102,0,105,997,66.5,0,0
2023-01-15,SKU027,WH-BLR,3927,0,140,3787,189.3,0,0
2023-01-15,SKU028,WH-MUM,174,1232,128,1278,69.9,0,1
2023-01-15,SKU028,WH-DEL,1136,0,168,968,40.3,0,0
2023-01-15,SKU028,WH-BLR,1009,0,123,886,50.4,0,0
2023-01-15,SKU029,WH-MUM,506,0,171,335,13.7,0,0
2023-01-15,SKU029,WH-DEL,590,0,93,497,37.4,0,0
2023-01-15,SKU029,WH-BLR,1178,0,123,1055,60.0,0,0
2023-01-15,SKU030,WH-MUM,1673,0,89,1584,124.6,0,0
2023-01-15,SKU030,WH-DEL,1775,0,119,1656,97.4,0,0
2023-01-15,SKU030,WH-BLR,1812,0,114,1698,104.3,0,0
2023-01-15,SKU031,WH-MUM,983,0,90,893,69.5,0,0
2023-01-15,SKU031,WH-DEL,758,0,69,689,69.9,0,0
2023-01-15,SKU031,WH-BLR,1171,0,41,1130,192.9,0,0
2023-01-15,SKU032,WH-MUM,1089,0,90,999,77.7,0,0
2023-01-15,SKU032,WH-DEL,499,0,99,400,28.3,0,0
2023-01-15,SKU032,WH-BLR,1294,0,58,1236,149.2,0,0
2023-01-15,SKU033,WH-MUM,1028,0,113,915,56.7,0,0
2023-01-15,SKU033,WH-DEL,1142,0,131,1011,54.0,0,0
2023-01-15,SKU033,WH-BLR,960,2952,49,3863,551.9,0,1
2023-01-15,SKU034,WH-MUM,937,0,120,817,47.7,0,0
2023-01-15,SKU034,WH-DEL,2567,0,95,2472,182.1,0,0
2023-01-15,SKU034,WH-BLR,1299,0,101,1198,83.0,0,0
2023-01-15,SKU035,WH-MUM,4108,0,88,4020,319.8,0,0
2023-01-15,SKU035,WH-DEL,3961,0,77,3884,353.1,0,0
2023-01-15,SKU035,WH-BLR,3985,0,44,3941,627.0,0,0
2023-01-15,SKU036,WH-MUM,602,3240,64,3778,413.2,0,1
2023-01-15,SKU036,WH-DEL,1211,0,111,1100,69.4,0,0
2023-01-15,SKU036,WH-BLR,3525,0,61,3464,397.5,0,0
2023-01-15,SKU037,WH-MUM,972,0,125,847,47.4,0,0
2023-01-15,SKU037,WH-DEL,1122,0,141,981,48.7,0,0
2023-01-15,SKU037,WH-BLR,786,0,112,674,42.1,0,0
2023-01-15,SKU038,WH-MUM,1021,0,149,872,41.0,0,0
2023-01-15,SKU038,WH-DEL,1161,0,90,1071,83.3,0,0
2023-01-15,SKU038,WH-BLR,475,0,106,369,24.4,0,0
2023-01-15,SKU039,WH-MUM,2597,0,102,2495,171.2,0,0
2023-01-15,SKU039,WH-DEL,881,0,71,810,79.9,0,0
2023-01-15,SKU039,WH-BLR,1300,0,70,1230,123.0,0,0
2023-01-15,SKU040,WH-MUM,4925,0,100,4825,337.8,0,0
2023-01-15,SKU040,WH-DEL,5474,0,90,5384,418.8,0,0
2023-01-15,SKU040,WH-BLR,1006,0,92,914,69.5,0,0
2023-01-15,SKU041,WH-MUM,966,0,2,964,3374.0,0,0
2023-01-15,SKU041,WH-DEL,956,0,7,949,949.0,0,0
2023-01-15,SKU041,WH-BLR,1109,0,9,1100,855.6,0,0
2023-01-15,SKU042,WH-MUM,1827,0,11,1816,1155.6,0,0
2023-01-15,SKU042,WH-DEL,1806,0,1,1805,12635.0,0,0
2023-01-15,SKU042,WH-BLR,1337,0,2,1335,4672.5,0,0
2023-01-15,SKU043,WH-MUM,1127,0,4,1123,1965.2,0,0
2023-01-15,SKU043,WH-DEL,1661,0,8,1653,1446.4,0,0
2023-01-15,SKU043,WH-BLR,1935,0,8,1927,1686.1,0,0
2023-01-15,SKU044,WH-MUM,1818,0,7,1811,1811.0,0,0
2023-01-15,SKU044,WH-DEL,1087,0,5,1082,1514.8,0,0
2023-01-15,SKU044,WH-BLR,1734,0,5,1729,2420.6,0,0
2023-01-15,SKU045,WH-MUM,1593,0,14,1579,789.5,0,0
2023-01-15,SKU045,WH-DEL,1977,0,5,1972,2760.8,0,0
2023-01-15,SKU045,WH-BLR,1766,0,7,1759,1759.0,0,0
2023-01-15,SKU046,WH-MUM,892,0,3,889,2074.3,0,0
2023-01-15,SKU046,WH-DEL,1326,0,9,1317,1024.3,0,0
2023-01-15,SKU046,WH-BLR,877,0,3,874,2039.3,0,0
2023-01-15,SKU047,WH-MUM,1505,0,9,1496,1163.6,0,0
2023-01-15,SKU047,WH-DEL,1254,0,2,1252,4382.0,0,0
2023-01-15,SKU047,WH-BLR,1028,0,6,1022,1192.3,0,0
2023-01-15,SKU048,WH-MUM,1299,0,13,1286,692.5,0,0
2023-01-15,SKU048,WH-DEL,966,0,12,954,556.5,0,0
2023-01-15,SKU048,WH-BLR,1980,0,3,1977,4613.0,0,0
2023-01-15,SKU049,WH-MUM,1654,0,4,1650,2887.5,0,0
2023-01-15,SKU049,WH-DEL,1012,0,3,1009,2354.3,0,0
2023-01-15,SKU049,WH-BLR,1523,0,3,1520,3546.7,0,0
2023-01-15,SKU050,WH-MUM,1658,0,15,1643,766.7,0,0
2023-01-15,SKU050,WH-DEL,878,0,10,868,607.6,0,0
2023-01-15,SKU050,WH-BLR,1802,0,3,1799,4197.7,0,0
2023-01-22,SKU001,WH-MUM,797,0,242,555,16.1,0,0
2023-01-22,SKU001,WH-DEL,661,0,181,480,18.6,0,0
2023-01-22,SKU001,WH-BLR,998,0,149,849,39.9,0,0
2023-01-22,SKU002,WH-MUM,777,0,180,597,23.2,0,0
2023-01-22,SKU002,WH-DEL,354,0,87,267,21.5,0,0
2023-01-22,SKU002,WH-BLR,1591,0,123,1468,83.5,0,0
2023-01-22,SKU003,WH-MUM,1701,0,196,1505,53.8,0,0
2023-01-22,SKU003,WH-DEL,744,0,161,583,25.3,0,0
2023-01-22,SKU003,WH-BLR,952,0,86,866,70.5,0,0
2023-01-22,SKU004,WH-MUM,3866,0,111,3755,236.8,0,0
2023-01-22,SKU004,WH-DEL,687,3790,86,4391,357.4,0,1
2023-01-22,SKU004,WH-BLR,701,3790,123,4368,248.6,0,1
2023-01-22,SKU005,WH-MUM,885,2931,222,3594,113.3,0,1
2023-01-22,SKU005,WH-DEL,3298,0,125,3173,177.7,0,0
2023-01-22,SKU005,WH-BLR,3106,0,89,3017,237.3,0,0
2023-01-22,SKU006,WH-MUM,667,0,208,459,15.4,0,0
2023-01-22,SKU006,WH-DEL,637,0,162,475,20.5,0,0
2023-01-22,SKU006,WH-BLR,1840,0,101,1739,120.5,0,0
2023-01-22,SKU007,WH-MUM,2352,0,94,2258,168.1,0,0
2023-01-22,SKU007,WH-DEL,2532,0,87,2445,196.7,0,0
2023-01-22,SKU007,WH-BLR,1034,0,110,924,58.8,0,0
2023-01-22,SKU008,WH-MUM,405,0,208,197,6.6,0,0
2023-01-22,SKU008,WH-DEL,1541,0,104,1437,96.7,0,0
2023-01-22,SKU008,WH-BLR,951,0,144,807,39.2,0,0
2023-01-22,SKU009,WH-MUM,751,3332,175,3908,156.3,0,1
2023-01-22,SKU009,WH-DEL,1028,0,120,908,53.0,0,0
2023-01-22,SKU009,WH-BLR,3925,0,85,3840,316.2,0,0
2023-01-22,SKU010,WH-MUM,2933,0,131,2802,149.7,0,0
2023-01-22,SKU010,WH-DEL,2939,0,130,2809,151.3,0,0
2023-01-22,SKU010,WH-BLR,2952,0,111,2841,179.2,0,0
2023-01-22,SKU011,WH-MUM,691,0,114,577,35.4,0,0
2023-01-22,SKU011,WH-DEL,997,0,81,916,79.2,0,0
2023-01-22,SKU011,WH-BLR,479,0,40,439,76.8,0,0
2023-01-22,SKU012,WH-MUM,431,0,105,326,21.7,0,0
2023-01-22,SKU012,WH-DEL,1108,0,39,1069,191.9,0,0
2023-01-22,SKU012,WH-BLR,719,0,96,623,45.4,0,0
2023-01-22,SKU013,WH-MUM,1125,0,97,1028,74.2,0,0
2023-01-22,SKU013,WH-DEL,1202,0,51,1151,158.0,0,0
2023-01-22,SKU013,WH-BLR,2174,0,72,2102,204.4,0,0
2023-01-22,SKU014,WH-MUM,905,0,64,841,92.0,0,0
2023-01-22,SKU014,WH-DEL,1888,0,119,1769,104.1,0,0
2023-01-22,SKU014,WH-BLR,2103,0,74,2029,191.9,0,0
2023-01-22,SKU015,WH-MUM,3175,0,48,3127,456.0,0,0
2023-01-22,SKU015,WH-DEL,3096,0,101,2995,207.6,0,0
2023-01-22,SKU015,WH-BLR,978,0,33,945,200.5,0,0
2023-01-22,SKU016,WH-MUM,1095,0,90,1005,78.2,0,0
2023-01-22,SKU016,WH-DEL,1019,0,62,957,108.0,0,0
2023-01-22,SKU016,WH-BLR,583,0,90,493,38.3,0,0
2023-01-22,SKU017,WH-MUM,946,0,122,824,47.3,0,0
2023-01-22,SKU017,WH-DEL,1824,0,74,1750,165.5,0,0
2023-01-22,SKU017,WH-BLR,1188,0,87,1101,88.6,0,0
2023-01-22,SKU018,WH-MUM,965,0,110,855,54.4,0,0
2023-01-22,SKU018,WH-DEL,1146,0,58,1088,131.3,0,0
2023-01-22,SKU018,WH-BLR,2466,0,66,2400,254.5,0,0
2023-01-22,SKU019,WH-MUM,3168,0,121,3047,176.3,0,0
2023-01-22,SKU019,WH-DEL,3266,0,68,3198,329.2,0,0
2023-01-22,SKU019,WH-BLR,976,0,49,927,132.4,0,0
2023-01-22,SKU020,WH-MUM,2503,0,134,2369,123.8,0,0
2023-01-22,SKU020,WH-DEL,2730,0,117,2613,156.3,0,0
2023-01-22,SKU020,WH-BLR,2588,0,32,2556,559.1,0,0
2023-01-22,SKU021,WH-MUM,1784,0,144,1640,79.7,0,0
2023-01-22,SKU021,WH-DEL,1511,0,134,1377,71.9,0,0
2023-01-22,SKU021,WH-BLR,1090,0,72,1018,99.0,0,0
2023-01-22,SKU022,WH-MUM,2716,0,138,2578,130.8,0,0
2023-01-22,SKU022,WH-DEL,2941,0,108,2833,183.6,0,0
2023-01-22,SKU022,WH-BLR,743,2526,98,3171,226.5,0,1
2023-01-22,SKU023,WH-MUM,1066,0,199,867,30.5,0,0
2023-01-22,SKU023,WH-DEL,897,0,148,749,35.4,0,0
2023-01-22,SKU023,WH-BLR,1056,0,101,955,66.2,0,0
2023-01-22,SKU024,WH-MUM,920,0,193,727,26.4,0,0
2023-01-22,SKU024,WH-DEL,813,0,137,676,34.5,0,0
2023-01-22,SKU024,WH-BLR,1886,0,74,1812,171.4,0,0
2023-01-22,SKU025,WH-MUM,3108,0,187,2921,109.3,0,0
2023-01-22,SKU025,WH-DEL,2969,0,111,2858,180.2,0,0
2023-01-22,SKU025,WH-BLR,934,0,82,852,72.7,0,0
2023-01-22,SKU026,WH-MUM,1799,0,153,1646,75.3,0,0
2023-01-22,SKU026,WH-DEL,1081,0,157,924,41.2,0,0
2023-01-22,SKU026,WH-BLR,1040,0,73,967,92.7,0,0
2023-01-22,SKU027,WH-MUM,4113,0,107,4006,262.1,0,0
2023-01-22,SKU027,WH-DEL,997,0,174,823,33.1,0,0
2023-01-22,SKU027,WH-BLR,3787,0,98,3689,263.5,0,0
2023-01-22,SKU028,WH-MUM,1278,0,128,1150,62.9,0,0
2023-01-22,SKU028,WH-DEL,968,0,77,891,81.0,0,0
2023-01-22,SKU028,WH-BLR,886,0,66,820,87.0,0,0
2023-01-22,SKU029,WH-MUM,335,1424,181,1578,61.0,0,1
2023-01-22,SKU029,WH-DEL,497,0,108,389,25.2,0,0
2023-01-22,SKU029,WH-BLR,1055,0,79,976,86.5,0,0
2023-01-22,SKU030,WH-MUM,1584,0,143,1441,70.5,0,0
2023-01-22,SKU030,WH-DEL,1656,0,93,1563,117.6,0,0
2023-01-22,SKU030,WH-BLR,1698,0,47,1651,245.9,0,0
2023-01-22,SKU031,WH-MUM,893,0,136,757,39.0,0,0
2023-01-22,SKU031,WH-DEL,689,0,126,563,31.3,0,0
2023-01-22,SKU031,WH-BLR,1130,0,79,1051,93.1,0,0
2023-01-22,SKU032,WH-MUM,999,0,137,862,44.0,0,0
2023-01-22,SKU032,WH-DEL,400,0,58,342,41.3,0,0
2023-01-22,SKU032,WH-BLR,1236,0,99,1137,80.4,0,0
2023-01-22,SKU033,WH-MUM,915,2952,105,3762,250.8,0,1
2023-01-22,SKU033,WH-DEL,1011,0,111,900,56.8,0,0
2023-01-22,SKU033,WH-BLR,3863,0,83,3780,318.8,0,0
2023-01-22,SKU034,WH-MUM,817,0,77,740,67.3,0,0
2023-01-22,SKU034,WH-DEL,2472,0,64,2408,263.4,0,0
2023-01-22,SKU034,WH-BLR,1198,0,65,1133,122.0,0,0
2023-01-22,SKU035,WH-MUM,4020,0,148,3872,183.1,0,0
2023-01-22,SKU035,WH-DEL,3884,0,129,3755,203.8,0,0
2023-01-22,SKU035,WH-BLR,3941,0,39,3902,700.4,0,0
2023-01-22,SKU036,WH-MUM,3778,0,111,3667,231.3,0,0
2023-01-22,SKU036,WH-DEL,1100,0,95,1005,74.1,0,0
2023-01-22,SKU036,WH-BLR,3464,0,96,3368,245.6,0,0
2023-01-22,SKU037,WH-MUM,847,0,63,784,87.1,0,0
2023-01-22,SKU037,WH-DEL,981,0,125,856,47.9,0,0
2023-01-22,SKU037,WH-BLR,674,0,59,615,73.0,0,0
2023-01-22,SKU038,WH-MUM,872,0,85,787,64.8,0,0
2023-01-22,SKU038,WH-DEL,1071,0,91,980,75.4,0,0
2023-01-22,SKU038,WH-BLR,369,868,99,1138,80.5,0,1
2023-01-22,SKU039,WH-MUM,2495,0,172,2323,94.5,0,0
2023-01-22,SKU039,WH-DEL,810,0,137,673,34.4,0,0
2023-01-22,SKU039,WH-BLR,1230,0,80,1150,100.6,0,0
2023-01-22,SKU040,WH-MUM,4825,0,164,4661,198.9,0,0
2023-01-22,SKU040,WH-DEL,5384,0,93,5291,398.2,0,0
2023-01-22,SKU040,WH-BLR,914,4700,99,5515,389.9,0,1
2023-01-22,SKU041,WH-MUM,964,0,3,961,2242.3,0,0
2023-01-22,SKU041,WH-DEL,949,0,1,948,6636.0,0,0
2023-01-22,SKU041,WH-BLR,1100,0,7,1093,1093.0,0,0
2023-01-22,SKU042,WH-MUM,1816,0,5,1811,2535.4,0,0
2023-01-22,SKU042,WH-DEL,1805,0,5,1800,2520.0,0,0
2023-01-22,SKU042,WH-BLR,1335,0,9,1326,1031.3,0,0
2023-01-22,SKU043,WH-MUM,1123,0,11,1112,707.6,0,0
2023-01-22,SKU043,WH-DEL,1653,0,4,1649,2885.8,0,0
2023-01-22,SKU043,WH-BLR,1927,0,6,1921,2241.2,0,0
2023-01-22,SKU044,WH-MUM,1811,0,5,1806,2528.4,0,0
2023-01-22,SKU044,WH-DEL,1082,0,1,1081,7567.0,0,0
2023-01-22,SKU044,WH-BLR,1729,0,6,1723,2010.2,0,0
2023-01-22,SKU045,WH-MUM,1579,0,5,1574,2203.6,0,0
2023-01-22,SKU045,WH-DEL,1972,0,10,1962,1373.4,0,0
2023-01-22,SKU045,WH-BLR,1759,0,5,1754,2455.6,0,0
2023-01-22,SKU046,WH-MUM,889,0,14,875,437.5,0,0
2023-01-22,SKU046,WH-DEL,1317,0,2,1315,4602.5,0,0
2023-01-22,SKU046,WH-BLR,874,0,9,865,672.8,0,0
2023-01-22,SKU047,WH-MUM,1496,0,8,1488,1302.0,0,0
2023-01-22,SKU047,WH-DEL,1252,0,4,1248,2184.0,0,0
2023-01-22,SKU047,WH-BLR,1022,0,7,1015,1015.0,0,0
2023-01-22,SKU048,WH-MUM,1286,0,11,1275,811.4,0,0
2023-01-22,SKU048,WH-DEL,954,0,9,945,735.0,0,0
2023-01-22,SKU048,WH-BLR,1977,0,3,1974,4606.0,0,0
2023-01-22,SKU049,WH-MUM,1650,0,8,1642,1436.8,0,0
2023-01-22,SKU049,WH-DEL,1009,0,6,1003,1170.2,0,0
2023-01-22,SKU049,WH-BLR,1520,0,9,1511,1175.2,0,0
2023-01-22,SKU050,WH-MUM,1643,0,10,1633,1143.1,0,0
2023-01-22,SKU050,WH-DEL,868,4385,11,5242,3335.8,0,1
2023-01-22,SKU050,WH-BLR,1799,0,8,1791,1567.1,0,0
2023-01-29,SKU001,WH-MUM,555,0,104,451,30.4,0,0
2023-01-29,SKU001,WH-DEL,480,0,181,299,11.6,0,0
2023-01-29,SKU001,WH-BLR,849,0,146,703,33.7,0,0
2023-01-29,SKU002,WH-MUM,597,0,190,407,15.0,0,0
2023-01-29,SKU002,WH-DEL,267,1445,137,1575,80.5,0,1
2023-01-29,SKU002,WH-BLR,1468,0,92,1376,104.7,0,0
2023-01-29,SKU003,WH-MUM,1505,0,127,1378,76.0,0,0
2023-01-29,SKU003,WH-DEL,583,1434,137,1880,96.1,0,1
2023-01-29,SKU003,WH-BLR,866,0,122,744,42.7,0,0
2023-01-29,SKU004,WH-MUM,3755,0,164,3591,153.3,0,0
2023-01-29,SKU004,WH-DEL,4391,0,155,4236,191.3,0,0
2023-01-29,SKU004,WH-BLR,4368,0,159,4209,185.3,0,0
2023-01-29,SKU005,WH-MUM,3594,0,189,3405,126.1,0,0
2023-01-29,SKU005,WH-DEL,3173,0,157,3016,134.5,0,0
2023-01-29,SKU005,WH-BLR,3017,0,110,2907,185.0,0,0
2023-01-29,SKU006,WH-MUM,459,0,158,301,13.3,0,0
2023-01-29,SKU006,WH-DEL,475,0,162,313,13.5,0,0
2023-01-29,SKU006,WH-BLR,1739,0,58,1681,202.9,0,0
2023-01-29,SKU007,WH-MUM,2258,0,220,2038,64.8,0,0
2023-01-29,SKU007,WH-DEL,2445,0,97,2348,169.4,0,0
2023-01-29,SKU007,WH-BLR,924,0,106,818,54.0,0,0
2023-01-29,SKU008,WH-MUM,197,1635,137,1695,86.6,0,1
2023-01-29,SKU008,WH-DEL,1437,0,127,1310,72.2,0,0
2023-01-29,SKU008,WH-BLR,807,0,64,743,81.3,0,0
2023-01-29,SKU009,WH-MUM,3908,0,219,3689,117.9,0,0
2023-01-29,SKU009,WH-DEL,908,0,211,697,23.1,0,0
2023-01-29,SKU009,WH-BLR,3840,0,75,3765,351.4,0,0
2023-01-29,SKU010,WH-MUM,2802,0,182,2620,100.8,0,0
2023-01-29,SKU010,WH-DEL,2809,0,189,2620,97.0,0,0
2023-01-29,SKU010,WH-BLR,2841,0,108,2733,177.1,0,0
2023-01-29,SKU011,WH-MUM,577,0,86,491,40.0,0,0
2023-01-29,SKU011,WH-DEL,916,0,92,824,62.7,0,0
2023-01-29,SKU011,WH-BLR,439,0,45,394,61.3,0,0
2023-01-29,SKU012,WH-MUM,326,1464,87,1703,137.0,0,1
2023-01-29,SKU012,WH-DEL,1069,0,106,963,63.6,0,0
2023-01-29,SKU012,WH-BLR,623,0,34,589,121.3,0,0
2023-01-29,SKU013,WH-MUM,1028,0,112,916,57.2,0,0
2023-01-29,SKU013,WH-DEL,1151,0,66,1085,115.1,0,0
2023-01-29,SKU013,WH-BLR,2102,0,34,2068,425.8,0,0
2023-01-29,SKU014,WH-MUM,841,0,68,773,79.6,0,0
2023-01-29,SKU014,WH-DEL,1769,0,66,1703,180.6,0,0
2023-01-29,SKU014,WH-BLR,2029,0,33,1996,423.4,0,0
2023-01-29,SKU015,WH-MUM,3127,0,141,2986,148.2,0,0
2023-01-29,SKU015,WH-DEL,2995,0,70,2925,292.5,0,0
2023-01-29,SKU015,WH-BLR,945,0,83,862,72.7,0,0
2023-01-29,SKU016,WH-MUM,1005,0,92,913,69.5,0,0
2023-01-29,SKU016,WH-DEL,957,0,118,839,49.8,0,0
2023-01-29,SKU016,WH-BLR,493,0,33,460,97.6,0,0
2023-01-29,SKU017,WH-MUM,824,0,142,682,33.6,0,0
2023-01-29,SKU017,WH-DEL,1750,0,113,1637,101.4,0,0
2023-01-29,SKU017,WH-BLR,1101,0,79,1022,90.6,0,0
2023-01-29,SKU018,WH-MUM,855,0,68,787,81.0,0,0
2023-01-29,SKU018,WH-DEL,1088,0,78,1010,90.6,0,0
2023-01-29,SKU018,WH-BLR,2400,0,39,2361,423.8,0,0
2023-01-29,SKU019,WH-MUM,3047,0,137,2910,148.7,0,0
2023-01-29,SKU019,WH-DEL,3198,0,71,3127,308.3,0,0
2023-01-29,SKU019,WH-BLR,927,0,95,832,61.3,0,0
2023-01-29,SKU020,WH-MUM,2369,0,122,2247,128.9,0,0
2023-01-29,SKU020,WH-DEL,2613,0,82,2531,216.1,0,0
2023-01-29,SKU020,WH-BLR,2556,0,72,2484,241.5,0,0
2023-01-29,SKU021,WH-MUM,1640,0,176,1464,58.2,0,0
2023-01-29,SKU021,WH-DEL,1377,0,137,1240,63.4,0,0
2023-01-29,SKU021,WH-BLR,1018,0,57,961,118.0,0,0
2023-01-29,SKU022,WH-MUM,2578,0,80,2498,218.6,0,0
2023-01-29,SKU022,WH-DEL,2833,0,184,2649,100.8,0,0
2023-01-29,SKU022,WH-BLR,3171,0,89,3082,242.4,0,0
2023-01-29,SKU023,WH-MUM,867,0,76,791,72.9,0,0
2023-01-29,SKU023,WH-DEL,749,0,69,680,69.0,0,0
2023-01-29,SKU023,WH-BLR,955,0,120,835,48.7,0,0
2023-01-29,SKU024,WH-MUM,727,1532,111,2148,135.5,0,1
2023-01-29,SKU024,WH-DEL,676,1532,114,2094,128.6,0,1
2023-01-29,SKU024,WH-BLR,1812,0,126,1686,93.7,0,0
2023-01-29,SKU025,WH-MUM,2921,0,88,2833,225.4,0,0
2023-01-29,SKU025,WH-DEL,2858,0,58,2800,337.9,0,0
2023-01-29,SKU025,WH-BLR,852,0,92,760,57.8,0,0
2023-01-29,SKU026,WH-MUM,1646,0,157,1489,66.4,0,0
2023-01-29,SKU026,WH-DEL,924,0,123,801,45.6,0,0
2023-01-29,SKU026,WH-BLR,967,0,48,919,134.0,0,0
2023-01-29,SKU027,WH-MUM,4006,0,122,3884,222.9,0,0
2023-01-29,SKU027,WH-DEL,823,3744,104,4463,300.4,0,1
2023-01-29,SKU027,WH-BLR,3689,0,99,3590,253.8,0,0
2023-01-29,SKU028,WH-MUM,1150,0,85,1065,87.7,0,0
2023-01-29,SKU028,WH-DEL,891,0,133,758,39.9,0,0
2023-01-29,SKU028,WH-BLR,820,0,105,715,47.7,0,0
2023-01-29,SKU029,WH-MUM,1578,0,161,1417,61.6,0,0
2023-01-29,SKU029,WH-DEL,389,0,137,252,12.9,0,0
2023-01-29,SKU029,WH-BLR,976,0,134,842,44.0,0,0
2023-01-29,SKU030,WH-MUM,1441,0,201,1240,43.2,0,0
2023-01-29,SKU030,WH-DEL,1563,0,82,1481,126.4,0,0
2023-01-29,SKU030,WH-BLR,1651,0,70,1581,158.1,0,0
2023-01-29,SKU031,WH-MUM,757,0,111,646,40.7,0,0
2023-01-29,SKU031,WH-DEL,563,2284,91,2756,212.0,0,1
2023-01-29,SKU031,WH-BLR,1051,0,69,982,99.6,0,0
2023-01-29,SKU032,WH-MUM,862,0,77,785,71.4,0,0
2023-01-29,SKU032,WH-DEL,342,0,89,253,19.9,0,0
2023-01-29,SKU032,WH-BLR,1137,0,58,1079,130.2,0,0
2023-01-29,SKU033,WH-MUM,3762,0,153,3609,165.1,0,0
2023-01-29,SKU033,WH-DEL,900,2952,106,3746,247.4,0,1
2023-01-29,SKU033,WH-BLR,3780,0,101,3679,255.0,0,0
2023-01-29,SKU034,WH-MUM,740,0,114,626,38.4,0,0
2023-01-29,SKU034,WH-DEL,2408,0,51,2357,323.5,0,0
2023-01-29,SKU034,WH-BLR,1133,0,86,1047,85.2,0,0
2023-01-29,SKU035,WH-MUM,3872,0,125,3747,209.8,0,0
2023-01-29,SKU035,WH-DEL,3755,0,103,3652,248.2,0,0
2023-01-29,SKU035,WH-BLR,3902,0,76,3826,352.4,0,0
2023-01-29,SKU036,WH-MUM,3667,0,61,3606,413.8,0,0
2023-01-29,SKU036,WH-DEL,1005,0,56,949,118.6,0,0
2023-01-29,SKU036,WH-BLR,3368,0,96,3272,238.6,0,0
2023-01-29,SKU037,WH-MUM,784,0,136,648,33.4,0,0
2023-01-29,SKU037,WH-DEL,856,0,110,746,47.5,0,0
2023-01-29,SKU037,WH-BLR,615,0,104,511,34.4,0,0
2023-01-29,SKU038,WH-MUM,787,0,98,689,49.2,0,0
2023-01-29,SKU038,WH-DEL,980,0,52,928,124.9,0,0
2023-01-29,SKU038,WH-BLR,1138,0,76,1062,97.8,0,0
2023-01-29,SKU039,WH-MUM,2323,0,56,2267,283.4,0,0
2023-01-29,SKU039,WH-DEL,673,2178,150,2701,126.0,0,1
2023-01-29,SKU039,WH-BLR,1150,0,42,1108,184.7,0,0
2023-01-29,SKU040,WH-MUM,4661,0,85,4576,376.8,0,0
2023-01-29,SKU040,WH-DEL,5291,0,104,5187,349.1,0,0
2023-01-29,SKU040,WH-BLR,5515,0,63,5452,605.8,0,0
2023-01-29,SKU041,WH-MUM,961,0,3,958,2235.3,0,0
2023-01-29,SKU041,WH-DEL,948,0,11,937,596.3,0,0
2023-01-29,SKU041,WH-BLR,1093,0,3,1090,2543.3,0,0
2023-01-29,SKU042,WH-MUM,1811,0,11,1800,1145.5,0,0
2023-01-29,SKU042,WH-DEL,1800,0,8,1792,1568.0,0,0
2023-01-29,SKU042,WH-BLR,1326,0,9,1317,1024.3,0,0
2023-01-29,SKU043,WH-MUM,1112,0,2,1110,3885.0,0,0
2023-01-29,SKU043,WH-DEL,1649,0,4,1645,2878.8,0,0
2023-01-29,SKU043,WH-BLR,1921,0,1,1920,13440.0,0,0
2023-01-29,SKU044,WH-MUM,1806,0,11,1795,1142.3,0,0
2023-01-29,SKU044,WH-DEL,1081,0,11,1070,680.9,0,0
2023-01-29,SKU044,WH-BLR,1723,0,9,1714,1333.1,0,0
2023-01-29,SKU045,WH-MUM,1574,0,5,1569,2196.6,0,0
2023-01-29,SKU045,WH-DEL,1962,0,9,1953,1519.0,0,0
2023-01-29,SKU045,WH-BLR,1754,0,5,1749,2448.6,0,0
2023-01-29,SKU046,WH-MUM,875,0,4,871,1524.2,0,0
2023-01-29,SKU046,WH-DEL,1315,0,11,1304,829.8,0,0
2023-01-29,SKU046,WH-BLR,865,0,7,858,858.0,0,0
2023-01-29,SKU047,WH-MUM,1488,0,10,1478,1034.6,0,0
2023-01-29,SKU047,WH-DEL,1248,0,5,1243,1740.2,0,0
2023-01-29,SKU047,WH-BLR,1015,0,3,1012,2361.3,0,0
2023-01-29,SKU048,WH-MUM,1275,0,2,1273,4455.5,0,0
2023-01-29,SKU048,WH-DEL,945,0,8,937,819.9,0,0
2023-01-29,SKU048,WH-BLR,1974,0,7,1967,1967.0,0,0
2023-01-29,SKU049,WH-MUM,1642,0,2,1640,5740.0,0,0
2023-01-29,SKU049,WH-DEL,1003,0,3,1000,2333.3,0,0
2023-01-29,SKU049,WH-BLR,1511,0,1,1510,10570.0,0,0
2023-01-29,SKU050,WH-MUM,1633,0,2,1631,5708.5,0,0
2023-01-29,SKU050,WH-DEL,5242,0,2,5240,18340.0,0,0
2023-01-29,SKU050,WH-BLR,1791,0,1,1790,12530.0,0,0
2023-02-05,SKU001,WH-MUM,451,0,135,316,16.4,0,0
2023-02-05,SKU001,WH-DEL,299,1350,171,1478,60.5,0,1
2023-02-05,SKU001,WH-BLR,703,0,76,627,57.8,0,0
2023-02-05,SKU002,WH-MUM,407,0,110,297,18.9,0,0
2023-02-05,SKU002,WH-DEL,1575,0,108,1467,95.1,0,0
2023-02-05,SKU002,WH-BLR,1376,0,118,1258,74.6,0,0
2023-02-05,SKU003,WH-MUM,1378,0,90,1288,100.2,0,0
2023-02-05,SKU003,WH-DEL,1880,0,117,1763,105.5,0,0
2023-02-05,SKU003,WH-BLR,744,0,111,633,39.9,0,0
2023-02-05,SKU004,WH-MUM,3591,0,86,3505,285.3,0,0
